50, 0.002298
100, 0.004699
150, 0.007254
200, 0.010022
250, 0.012010
300, 0.014295
350, 0.016494
400, 0.019575
450, 0.022293
500, 0.023622
550, 0.026094
600, 0.028201
650, 0.030824
700, 0.032917
750, 0.034672
800, 0.037689
850, 0.039556
900, 0.055941
950, 0.044419
1000, 0.046082
1050, 0.047927
1100, 0.050976
1150, 0.052477
1200, 0.055022
1250, 0.057032
1300, 0.059443
1350, 0.061515
1400, 0.063645
1450, 0.066327
1500, 0.068831
1550, 0.072876
1600, 0.076021
1650, 0.079423
1700, 0.080647
1750, 0.082766
1800, 0.084847
1850, 0.086715
1900, 0.089674
1950, 0.092059
2000, 0.089962
2050, 0.091767
2100, 0.094032
2150, 0.095641
2200, 0.098562
2250, 0.101145
2300, 0.103043
2350, 0.106498
2400, 0.106566
2450, 0.108953
2500, 0.111001
2550, 0.112653
2600, 0.116031
2650, 0.116704
2700, 0.121678
2750, 0.129473
2800, 0.131761
2850, 0.131120
2900, 0.133716
2950, 0.136518
3000, 0.137967
3050, 0.133171
3100, 0.140097
3150, 0.142406
3200, 0.144435
3250, 0.153046
3300, 0.166386
3350, 0.158203
3400, 0.156482
3450, 0.178858
3500, 0.177804
3550, 0.180410
3600, 0.179448
3650, 0.174054
3700, 0.163663
3750, 0.193392
3800, 0.210121
3850, 0.209433
3900, 0.202601
3950, 0.200555
4000, 0.198439
4050, 0.201720
4100, 0.207464
4150, 0.181672
4200, 0.183039
4250, 0.188510
4300, 0.189200
4350, 0.187321
4400, 0.189759
4450, 0.190857
4500, 0.191887
4550, 0.193539
4600, 0.196498
4650, 0.198312
4700, 0.244425
4750, 0.205480
4800, 0.206985
4850, 0.250386
4900, 0.223406
4950, 0.229343
5000, 0.238823
