350, 22.061389
351, 22.122995
352, 22.184644
353, 22.245141
354, 22.306629
355, 22.366123
356, 22.428812
357, 22.489223
358, 22.550134
359, 22.610585
360, 22.671116
361, 22.732230
362, 22.791512
363, 22.852075
364, 22.921094
365, 22.987001
366, 23.051313
367, 23.111812
368, 23.174467
369, 23.234405
370, 23.297024
371, 23.355577
372, 23.416531
373, 23.477485
374, 23.541297
375, 23.601533
376, 23.661893
377, 23.722623
378, 23.782617
379, 23.841516
380, 23.902780
381, 23.966625
382, 24.027549
383, 24.089560
384, 24.152157
385, 24.218033
386, 24.284756
387, 24.344305
388, 24.403619
389, 24.463892
390, 24.524720
391, 24.585839
392, 24.648804
393, 24.708746
394, 24.769170
395, 24.829447
396, 24.887677
397, 24.954780
398, 25.016074
399, 25.076487
400, 25.138054
401, 25.196163
402, 25.258526
403, 25.330372
404, 25.393047
405, 25.457474
406, 25.516772
407, 25.576805
408, 25.639824
409, 25.703124
410, 25.763338
411, 25.824129
412, 25.885007
413, 25.947133
414, 26.007646
415, 26.067580
416, 26.132952
417, 26.192544
418, 26.253148
419, 26.313618
420, 26.374014
421, 26.435208
422, 26.513285
423, 26.578858
424, 26.646546
425, 26.706942
426, 26.767667
427, 26.830931
428, 26.895028
429, 26.958873
430, 27.018070
431, 27.082966
432, 27.147030
433, 27.207020
434, 27.267766
435, 27.328461
436, 27.387819
437, 27.449543
438, 27.509797
439, 27.570927
440, 27.636916
441, 27.698413
442, 27.759419
443, 27.823647
444, 27.886490
445, 27.952535
446, 28.013845
447, 28.077173
448, 28.139161
449, 28.198295
450, 28.258985
451, 28.319704
452, 28.380555
453, 28.440886
454, 28.501502
455, 28.562659
456, 28.622604
457, 28.682856
458, 28.744730
459, 28.804970
460, 28.863762
461, 28.932408
462, 28.998052
463, 29.060725
464, 29.121114
465, 29.183768
466, 29.243453
467, 29.304911
468, 29.366601
469, 29.428504
470, 29.490893
471, 29.551631
472, 29.612754
473, 29.675978
474, 29.738807
475, 29.801447
476, 29.862983
477, 29.926043
478, 29.987059
479, 30.050252
480, 30.114372
481, 30.178479
482, 30.242695
483, 30.302218
484, 30.360794
485, 30.420107
486, 30.481601
487, 30.543287
488, 30.605363
489, 30.665851
490, 30.725965
491, 30.787744
492, 30.848669
493, 30.910953
494, 30.977300
495, 31.038368
496, 31.097973
497, 31.160014
498, 31.220498
499, 31.284222
